시도별,성별,"연령(5세,각세)별",2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년
전라북도,여자,58세,29,31,34,31,47,27,31,29,29,28
전라북도,여자,59세,35,30,45,40,36,24,44,52,42,34
전라북도,여자,60세,39,28,23,34,32,31,35,32,46,41
전라북도,여자,61세,22,36,33,35,28,37,32,40,35,44
전라북도,여자,62세,35,39,49,42,31,40,35,38,24,44
전라북도,여자,63세,35,39,36,30,35,32,38,30,35,44
전라북도,여자,64세,40,44,41,40,31,33,39,42,32,43
전라북도,여자,65세,59,50,46,47,46,40,40,36,46,41
전라북도,여자,66세,45,47,59,58,58,41,39,36,41,36
전라북도,여자,67세,56,48,46,47,53,65,51,50,50,53
전라북도,여자,68세,52,52,43,56,64,65,55,55,59,56
전라북도,여자,69세,102,54,41,68,73,78,61,70,48,45
전라북도,여자,70세,107,107,66,73,51,90,69,61,49,66
전라북도,여자,71세,89,130,108,71,70,57,68,79,68,64
전라북도,여자,72세,122,112,145,123,88,74,74,89,85,80
전라북도,여자,73세,144,102,107,142,139,96,91,80,106,98
전라북도,여자,74세,142,143,138,120,169,137,94,84,77,102
전라북도,여자,75세,125,154,142,169,131,192,126,109,118,105
전라북도,여자,76세,179,176,173,183,158,158,213,143,112,96
전라북도,여자,77세,226,205,220,174,205,184,166,211,184,141
전라북도,여자,78세,215,235,203,232,213,205,196,146,231,183
전라북도,여자,79세,254,225,248,224,197,183,207,193,191,233
전라북도,여자,80세,218,248,254,242,284,288,231,218,231,217
전라북도,여자,81세,248,215,258,247,258,271,272,275,227,253
전라북도,여자,82세,241,240,279,299,281,315,327,266,278,292
전라북도,여자,83세,267,282,228,279,294,323,350,334,316,330
전라북도,여자,84세,287,239,279,265,291,318,311,352,354,310
전라북도,여자,85세,290,304,262,239,296,307,375,322,396,374
전라북도,여자,86세,225,287,310,282,283,293,321,334,344,391
전라북도,여자,87세,219,204,264,332,278,284,325,350,354,384
전라북도,여자,88세,214,160,188,236,313,306,320,320,350,401
전라북도,여자,89세,259,216,173,196,265,309,294,325,317,326
전라북도,여자,90세,203,240,184,151,212,292,310,267,300,303
전라북도,여자,91세,171,197,210,189,159,174,266,275,303,308
전라북도,여자,92세,158,128,178,230,184,175,177,239,286,268
전라북도,여자,93세,108,131,146,155,222,168,167,170,214,243
전라북도,여자,94세,99,103,123,137,150,195,150,138,136,187
전라북도,여자,95세,85,90,83,97,99,142,168,144,117,110
전라북도,여자,96세,63,74,56,82,92,90,116,136,92,93
전라북도,여자,97세,44,49,63,60,65,82,78,75,110,88
전라북도,여자,98세,33,35,47,44,48,52,62,55,69,86
전라북도,여자,99세,22,23,35,44,27,48,41,43,38,50
전라남도,남자,0세,22,24,23,16,15,17,15,7,10,16
전라남도,남자,1세,5,5,1,2,4,2,0,1,2,2
전라남도,남자,2세,3,6,3,4,0,1,0,0,2,1
전라남도,남자,3세,5,1,0,1,1,2,1,2,0,1
전라남도,남자,4세,1,2,0,1,1,3,0,1,0,2
전라남도,남자,5세,1,0,0,0,3,1,2,1,0,1
전라남도,남자,6세,3,2,1,1,3,1,1,0,2,0
전라남도,남자,7세,3,3,1,0,0,1,1,0,0,0
전라남도,남자,8세,0,0,0,1,1,0,1,1,0,2
전라남도,남자,9세,1,1,1,0,0,1,0,1,0,0
전라남도,남자,10세,2,1,0,1,3,2,0,0,1,1
전라남도,남자,11세,1,2,0,0,0,1,2,1,1,1
전라남도,남자,12세,2,0,2,2,0,1,1,0,1,1
전라남도,남자,13세,0,4,2,3,0,1,0,1,0,3
전라남도,남자,14세,0,1,2,3,2,0,2,1,0,0
전라남도,남자,15세,0,3,5,1,2,4,1,2,4,2
전라남도,남자,16세,3,7,5,3,5,2,2,2,3,2
전라남도,남자,17세,4,4,4,3,2,6,3,3,6,3
전라남도,남자,18세,8,5,3,6,9,7,6,6,1,6
전라남도,남자,19세,12,10,11,8,5,8,6,7,4,5
전라남도,남자,20세,5,5,9,5,10,3,5,5,1,3
전라남도,남자,21세,8,6,10,4,5,5,4,5,5,7
전라남도,남자,22세,3,7,3,9,7,7,3,4,3,5
전라남도,남자,23세,9,11,8,8,3,6,7,10,8,6
전라남도,남자,24세,7,5,10,8,5,9,7,5,8,5
전라남도,남자,25세,4,10,12,4,10,5,6,5,5,8
전라남도,남자,26세,8,5,9,6,5,8,5,10,9,14
전라남도,남자,27세,10,9,4,5,5,9,9,11,13,13
전라남도,남자,28세,11,9,9,8,6,7,6,8,11,11
전라남도,남자,29세,12,13,6,10,5,5,10,2,9,6
전라남도,남자,30세,23,16,9,7,8,9,10,7,9,4
전라남도,남자,31세,9,8,14,12,8,9,4,7,2,9
전라남도,남자,32세,20,8,9,9,13,6,8,8,6,6
전라남도,남자,33세,18,9,18,16,16,11,4,5,11,13
전라남도,남자,34세,15,17,20,15,20,11,13,7,8,8
전라남도,남자,35세,12,21,7,13,14,12,10,10,10,5
전라남도,남자,36세,22,16,7,11,14,13,17,10,9,8
전라남도,남자,37세,20,13,19,16,13,18,14,17,13,13
전라남도,남자,38세,26,20,22,22,17,22,18,18,22,16
전라남도,남자,39세,34,31,22,23,18,10,28,7,24,11
전라남도,남자,40세,33,28,27,20,25,13,20,20,20,22
전라남도,남자,41세,37,36,28,25,40,24,34,20,16,24
전라남도,남자,42세,36,45,41,32,29,34,26,21,21,13
전라남도,남자,43세,45,47,50,41,28,24,33,16,15,25
전라남도,남자,44세,52,56,35,41,38,36,48,32,27,33
전라남도,남자,45세,69,48,51,50,46,38,41,36,41,27
전라남도,남자,46세,62,57,53,66,60,41,46,42,32,34
전라남도,남자,47세,64,59,55,65,52,40,50,56,42,39
전라남도,남자,48세,72,88,69,68,54,67,61,62,56,32
전라남도,남자,49세,83,70,63,87,68,57,66,66,56,58
전라남도,남자,50세,87,84,76,63,69,73,58,66,66,62
전라남도,남자,51세,106,75,110,81,74,70,63,69,72,76
전라남도,남자,52세,126,116,90,100,84,62,80,74,87,74
전라남도,남자,53세,106,128,115,99,78,77,78,85,69,66
전라남도,남자,54세,94,99,108,105,90,77,85,92,107,73
전라남도,남자,55세,101,103,89,110,106,115,87,93,88,89
전라남도,남자,56세,127,127,117,129,117,118,97,109,92,95
전라남도,남자,57세,101,104,106,124,124,115,122,102,119,87
전라남도,남자,58세,92,110,100,94,111,107,127,115,102,130
전라남도,남자,59세,99,90,109,99,124,141,119,116,133,108
전라남도,남자,60세,147,102,106,121,117,115,132,145,123,127
전라남도,남자,61세,116,118,104,115,145,117,114,112,133,135
전라남도,남자,62세,134,117,135,104,90,127,123,123,127,138
전라남도,남자,63세,147,142,111,139,113,118,126,127,134,125
전라남도,남자,64세,168,160,137,131,126,119,140,130,125,123
전라남도,남자,65세,160,153,129,151,110,144,103,114,149,134
전라남도,남자,66세,127,169,141,152,177,152,145,156,116,148
전라남도,남자,67세,135,133,155,176,162,149,151,137,151,140
전라남도,남자,68세,145,187,126,183,179,160,145,147,163,146
전라남도,남자,69세,231,157,171,167,184,199,161,195,164,179
전라남도,남자,70세,281,255,177,177,150,198,185,165,183,180
전라남도,남자,71세,272,264,274,153,160,154,226,193,184,205
전라남도,남자,72세,305,262,309,253,174,190,166,225,211,194
전라남도,남자,73세,307,298,279,326,290,150,178,190,226,223
전라남도,남자,74세,301,293,320,273,296,308,197,231,196,231
전라남도,남자,75세,318,351,330,323,258,323,326,175,231,200
전라남도,남자,76세,326,350,358,322,321,321,318,287,241,235
전라남도,남자,77세,307,322,327,338,357,329,335,361,324,235
전라남도,남자,78세,315,330,299,348,364,325,348,338,406,350
전라남도,남자,79세,304,301,350,340,321,334,365,357,364,403
전라남도,남자,80세,320,296,309,333,343,371,353,378,360,370
전라남도,남자,81세,319,309,302,276,342,337,365,362,373,403
전라남도,남자,82세,285,269,266,278,319,339,321,380,366,385
전라남도,남자,83세,279,317,244,242,289,329,348,317,351,367
전라남도,남자,84세,185,225,256,277,265,263,303,325,340,359
전라남도,남자,85세,187,201,245,228,222,256,303,267,326,315
전라남도,남자,86세,182,175,193,215,221,224,224,268,277,296
전라남도,남자,87세,170,154,154,188,175,252,214,229,258,282
전라남도,남자,88세,140,118,133,139,156,198,211,170,227,207
전라남도,남자,89세,154,132,108,124,145,144,185,173,162,175
전라남도,남자,90세,104,109,83,111,121,99,147,135,211,147
전라남도,남자,91세,70,90,110,112,86,129,98,106,123,155
전라남도,남자,92세,56,74,78,86,93,80,76,69,90,112
전라남도,남자,93세,44,39,41,61,70,55,57,70,68,78
전라남도,남자,94세,31,33,37,30,54,50,51,45,58,51
전라남도,남자,95세,22,20,27,24,26,25,40,42,41,42
전라남도,남자,96세,19,21,16,13,24,25,35,26,31,29
전라남도,남자,97세,15,15,16,6,15,20,17,35,23,14
전라남도,남자,98세,6,8,9,8,8,9,20,10,15,17
전라남도,남자,99세,4,5,3,5,5,8,4,8,14,19
전라남도,여자,0세,31,19,17,18,14,14,15,9,10,16
전라남도,여자,1세,5,3,3,2,2,2,0,2,1,0
전라남도,여자,2세,0,1,0,1,4,2,1,3,1,2
전라남도,여자,3세,3,3,1,0,0,0,0,0,1,0
전라남도,여자,4세,1,2,2,0,1,2,1,1,1,0
전라남도,여자,5세,2,0,0,1,0,0,1,1,0,0
전라남도,여자,6세,0,2,0,1,2,2,0,0,0,2
전라남도,여자,7세,1,2,3,0,4,1,0,2,0,1
전라남도,여자,8세,1,1,1,0,1,1,1,0,0,2
전라남도,여자,9세,1,3,0,0,2,0,1,2,0,0
전라남도,여자,10세,0,1,0,1,0,2,0,0,1,0
전라남도,여자,11세,3,1,0,2,0,1,1,0,2,2
전라남도,여자,12세,0,1,2,0,0,1,2,1,0,0
전라남도,여자,13세,1,1,1,1,1,0,0,1,1,0
전라남도,여자,14세,1,3,0,1,0,1,2,0,1,1
전라남도,여자,15세,5,4,1,0,5,0,1,1,1,3
전라남도,여자,16세,4,3,1,1,3,1,5,0,0,1
전라남도,여자,17세,2,4,2,0,2,2,3,0,3,1
전라남도,여자,18세,3,3,4,0,3,3,1,2,0,0
전라남도,여자,19세,4,2,4,1,4,0,0,1,2,3
전라남도,여자,20세,6,7,2,5,4,1,4,5,4,5
전라남도,여자,21세,2,3,2,1,2,1,1,1,0,5
전라남도,여자,22세,4,1,3,3,0,3,1,1,4,2
전라남도,여자,23세,3,0,1,1,2,6,3,3,2,7
전라남도,여자,24세,3,1,3,2,3,4,4,2,7,2
전라남도,여자,25세,4,3,3,3,6,1,4,2,6,0
전라남도,여자,26세,4,4,5,4,1,3,2,4,4,4
전라남도,여자,27세,1,1,8,4,2,4,4,1,4,2
전라남도,여자,28세,3,5,4,1,2,3,2,3,2,1
전라남도,여자,29세,5,7,7,4,4,1,5,3,4,4
전라남도,여자,30세,5,11,6,5,3,5,4,1,1,5
전라남도,여자,31세,5,5,7,7,3,6,6,3,0,5
전라남도,여자,32세,6,5,6,6,6,4,3,3,2,4
전라남도,여자,33세,5,5,6,6,9,4,7,5,7,4
전라남도,여자,34세,6,5,8,6,8,8,7,3,4,5
전라남도,여자,35세,9,12,8,2,11,4,8,3,4,5
전라남도,여자,36세,11,10,5,12,2,7,8,5,9,3
전라남도,여자,37세,7,3,10,8,8,2,6,6,6,9
전라남도,여자,38세,5,5,9,11,11,4,7,7,9,16
전라남도,여자,39세,14,8,4,18,12,12,10,7,7,9
전라남도,여자,40세,11,17,10,10,10,10,7,11,7,8
전라남도,여자,41세,14,11,9,7,14,9,7,10,12,9
전라남도,여자,42세,13,11,17,8,11,8,9,7,9,9
전라남도,여자,43세,16,19,17,15,16,15,9,8,16,5
전라남도,여자,44세,16,25,13,12,10,15,18,13,17,12
전라남도,여자,45세,19,11,11,18,14,14,18,9,13,11
전라남도,여자,46세,16,27,24,19,12,18,10,11,13,18
전라남도,여자,47세,17,21,24,17,18,25,14,15,16,12
전라남도,여자,48세,17,22,19,15,19,19,20,14,22,18
전라남도,여자,49세,25,26,28,19,14,19,14,14,16,21
전라남도,여자,50세,28,27,26,23,27,27,24,17,16,27
전라남도,여자,51세,26,21,23,22,29,25,18,24,20,22
전라남도,여자,52세,37,31,29,27,27,24,20,25,16,27
전라남도,여자,53세,41,38,36,35,28,18,32,20,21,26
전라남도,여자,54세,32,22,34,24,28,24,28,27,25,29
전라남도,여자,55세,36,34,33,39,30,34,29,21,24,21
전라남도,여자,56세,29,33,33,31,30,31,35,19,32,20
전라남도,여자,57세,48,38,43,31,49,44,38,27,26,23
전라남도,여자,58세,29,23,42,40,33,28,38,50,35,29
전라남도,여자,59세,33,30,23,36,33,29,35,38,33,27
전라남도,여자,60세,41,32,38,44,41,29,43,46,49,45
전라남도,여자,61세,42,34,32,31,50,29,34,35,33,34
전라남도,여자,62세,53,43,36,24,28,52,40,32,38,38
전라남도,여자,63세,60,39,45,37,36,32,35,51,47,40
전라남도,여자,64세,58,59,50,48,48,32,41,43,45,37
전라남도,여자,65세,51,59,47,53,52,56,31,43,49,48
전라남도,여자,66세,57,60,57,51,51,52,44,53,48,43
전라남도,여자,67세,63,47,64,64,72,54,51,49,57,49
전라남도,여자,68세,58,62,57,77,69,75,68,59,62,50
전라남도,여자,69세,123,79,70,62,84,89,75,68,55,60
전라남도,여자,70세,131,122,73,94,68,89,75,75,66,74
전라남도,여자,71세,150,152,121,89,76,76,106,76,69,91
전라남도,여자,72세,171,149,158,113,92,91,77,91,94,102
전라남도,여자,73세,183,181,137,158,126,96,103,95,97,98
전라남도,여자,74세,187,184,183,184,170,190,115,93,94,143
전라남도,여자,75세,218,209,195,158,193,207,189,131,136,101
전라남도,여자,76세,209,196,206,191,204,205,214,198,130,141
전라남도,여자,77세,230,229,209,229,239,229,235,231,237,144
전라남도,여자,78세,249,227,240,291,249,295,282,237,259,248
전라남도,여자,79세,280,295,269,264,269,269,280,284,235,255
전라남도,여자,80세,284,261,306,321,336,270,304,293,329,299
전라남도,여자,81세,300,302,310,319,329,316,335,335,332,378
전라남도,여자,82세,367,297,322,329,336,334,380,334,373,361
전라남도,여자,83세,303,357,288,321,322,358,408,361,398,385
전라남도,여자,84세,307,303,376,336,358,371,369,363,370,444
전라남도,여자,85세,323,292,307,428,381,357,353,386,435,432
전라남도,여자,86세,274,315,250,335,418,402,376,367,411,423
전라남도,여자,87세,247,265,272,318,379,419,387,365,391,441
전라남도,여자,88세,281,257,249,317,315,368,466,377,376,416
전라남도,여자,89세,371,221,247,246,286,319,358,404,381,367
전라남도,여자,90세,287,307,233,231,227,278,322,330,433,352
전라남도,여자,91세,227,204,283,239,231,235,278,275,301,395
전라남도,여자,92세,157,199,215,273,188,210,233,224,274,286
전라남도,여자,93세,140,167,159,218,221,192,195,219,238,232
전라남도,여자,94세,104,108,139,175,159,233,182,145,173,212
전라남도,여자,95세,126,100,87,124,116,158,194,149,116,170
전라남도,여자,96세,61,71,80,87,109,112,130,194,123,129
전라남도,여자,97세,60,71,70,73,68,77,85,108,161,114
전라남도,여자,98세,63,40,49,57,51,56,73,90,87,125
전라남도,여자,99세,38,48,34,48,42,35,54,61,60,60
경상북도,남자,0세,50,33,48,26,38,44,35,32,23,13
경상북도,남자,1세,2,2,4,2,3,1,0,2,2,0
경상북도,남자,2세,4,1,3,4,2,2,4,2,1,3
경상북도,남자,3세,2,1,3,2,0,2,2,1,3,0
경상북도,남자,4세,3,2,1,2,0,2,0,0,1,1
경상북도,남자,5세,3,3,2,2,1,2,3,2,0,2
경상북도,남자,6세,3,1,1,1,1,0,2,1,0,1
경상북도,남자,7세,1,0,2,2,1,2,1,1,2,0
경상북도,남자,8세,3,0,0,3,1,0,1,1,2,0
경상북도,남자,9세,1,1,0,1,0,3,3,1,2,1
경상북도,남자,10세,1,0,0,2,0,0,1,1,1,0
경상북도,남자,11세,0,0,3,2,1,1,1,1,2,1
경상북도,남자,12세,3,3,0,2,0,3,1,1,1,0
경상북도,남자,13세,3,3,3,1,4,1,0,1,3,2
경상북도,남자,14세,6,3,4,1,1,1,1,1,0,1
경상북도,남자,15세,4,7,2,3,3,1,2,2,0,2
경상북도,남자,16세,9,4,1,5,7,6,5,3,6,3
경상북도,남자,17세,11,4,8,2,0,6,5,8,8,4
경상북도,남자,18세,10,2,7,8,5,2,3,5,5,4
경상북도,남자,19세,12,14,12,4,5,7,6,6,5,3
경상북도,남자,20세,7,10,12,8,9,5,6,1,6,8
경상북도,남자,21세,10,17,11,3,8,7,4,8,7,7
경상북도,남자,22세,9,8,7,15,11,9,7,8,7,8
경상북도,남자,23세,11,9,11,9,7,11,8,7,5,11
경상북도,남자,24세,8,15,8,12,12,10,13,6,11,8
경상북도,남자,25세,12,7,7,12,7,10,10,5,13,13
경상북도,남자,26세,16,16,12,15,11,6,8,10,13,13
경상북도,남자,27세,11,13,7,7,11,17,7,19,2,12
경상북도,남자,28세,15,15,7,10,9,14,9,12,10,10
경상북도,남자,29세,14,14,15,15,13,17,17,9,15,17
경상북도,남자,30세,18,15,22,16,14,6,13,12,12,15
경상북도,남자,31세,24,25,15,17,9,16,9,13,9,9
경상북도,남자,32세,21,30,16,19,16,7,18,13,13,10
경상북도,남자,33세,23,20,15,15,15,11,16,5,14,14
경상북도,남자,34세,19,21,21,23,27,14,9,11,11,12
경상북도,남자,35세,15,27,21,21,13,24,26,19,22,15
경상북도,남자,36세,33,18,25,25,24,23,23,21,18,12
경상북도,남자,37세,36,29,24,25,19,17,21,19,27,19
경상북도,남자,38세,35,21,29,20,19,16,27,30,27,18
경상북도,남자,39세,41,41,33,43,26,23,26,34,14,23
경상북도,남자,40세,45,36,35,34,34,26,29,30,31,30
경상북도,남자,41세,44,42,46,33,30,29,28,25,33,34
경상북도,남자,42세,49,40,50,51,41,40,37,27,28,26
경상북도,남자,43세,65,43,39,50,49,43,42,30,30,53
경상북도,남자,44세,67,53,58,64,63,48,49,33,39,37
경상북도,남자,45세,63,68,65,66,49,44,59,47,52,35
경상북도,남자,46세,78,74,69,62,65,68,60,61,56,53
경상북도,남자,47세,83,88,68,84,70,70,52,56,62,62
경상북도,남자,48세,98,92,75,73,63,85,79,86,70,64
경상북도,남자,49세,88,86,80,88,85,77,76,72,82,67
경상북도,남자,50세,124,100,83,89,99,76,98,76,88,79
경상북도,남자,51세,156,147,96,94,92,110,94,88,71,80
경상북도,남자,52세,141,163,111,126,110,106,97,90,92,107
경상북도,남자,53세,134,134,142,123,125,115,128,100,82,95
경상북도,남자,54세,127,137,160,142,140,114,113,103,101,93
경상북도,남자,55세,144,137,139,127,168,145,141,98,128,131
경상북도,남자,56세,157,179,128,160,143,181,131,155,129,106
경상북도,남자,57세,161,134,140,140,159,175,166,142,150,119
경상북도,남자,58세,156,155,175,177,125,172,187,172,160,149
경상북도,남자,59세,163,132,157,172,157,156,177,171,175,181
경상북도,남자,60세,161,155,161,174,158,180,176,181,211,186
경상북도,남자,61세,144,174,164,156,158,186,177,173,162,180
경상북도,남자,62세,165,159,164,186,128,173,192,186,202,184
경상북도,남자,63세,188,174,132,194,166,168,204,197,187,189
경상북도,남자,64세,193,167,179,154,194,186,191,199,172,224
경상북도,남자,65세,190,197,186,194,159,189,194,176,192,210
경상북도,남자,66세,124,214,202,219,193,174,200,208,197,185
경상북도,남자,67세,206,122,202,195,226,202,205,199,211,212
경상북도,남자,68세,212,166,136,230,241,201,203,219,236,228
경상북도,남자,69세,288,219,174,155,204,244,231,223,210,251
경상북도,남자,70세,334,309,238,220,150,214,224,263,242,231
경상북도,남자,71세,308,318,307,222,206,152,214,249,267,248
경상북도,남자,72세,360,295,322,349,225,217,159,220,308,270
경상북도,남자,73세,356,362,313,370,355,253,211,185,295,275
경상북도,남자,74세,397,337,353,331,374,371,254,223,172,296
경상북도,남자,75세,420,356,386,344,356,401,451,263,305,221
경상북도,남자,76세,394,372,357,382,378,360,419,390,322,278
경상북도,남자,77세,413,408,398,429,401,427,373,406,460,315
경상북도,남자,78세,382,432,425,401,423,468,437,423,474,462
경상북도,남자,79세,369,349,434,442,430,381,460,372,413,452
경상북도,남자,80세,321,385,415,408,448,421,421,450,429,387
경상북도,남자,81세,317,379,395,410,426,450,432,417,461,450
경상북도,남자,82세,303,280,342,360,372,473,454,416,476,504
경상북도,남자,83세,294,288,316,364,395,389,438,457,446,451
경상북도,남자,84세,288,295,256,272,342,351,412,443,456,466
경상북도,남자,85세,260,260,291,253,266,294,383,375,418,445
경상북도,남자,86세,210,235,245,242,263,256,297,346,384,422
경상북도,남자,87세,212,187,254,243,245,244,250,266,327,375
경상북도,남자,88세,192,202,170,209,185,222,246,250,298,299
경상북도,남자,89세,174,160,168,159,181,188,227,191,225,259
경상북도,남자,90세,129,127,124,154,134,175,166,198,194,192
경상북도,남자,91세,103,116,140,114,129,134,158,152,168,165
경상북도,남자,92세,89,80,89,96,101,105,110,114,118,128
경상북도,남자,93세,68,74,70,71,88,64,95,94,115,91
경상북도,남자,94세,53,39,44,66,56,65,84,83,97,77
경상북도,남자,95세,34,40,39,35,45,50,53,54,62,61
경상북도,남자,96세,21,30,27,29,35,28,50,48,36,44
경상북도,남자,97세,14,23,24,20,20,22,32,29,24,26
경상북도,남자,98세,11,12,11,12,17,13,18,19,31,21
경상북도,남자,99세,8,8,2,8,7,11,17,14,7,19
경상북도,여자,0세,38,31,39,25,35,24,25,29,12,17
경상북도,여자,1세,3,2,3,5,1,3,3,4,2,1
경상북도,여자,2세,0,0,0,3,2,2,2,4,2,1
경상북도,여자,3세,3,1,3,2,1,2,1,0,1,0
경상북도,여자,4세,0,2,1,0,0,3,0,0,1,0
경상북도,여자,5세,3,1,1,1,3,1,3,1,0,1
경상북도,여자,6세,0,2,0,1,2,1,1,0,1,0
경상북도,여자,7세,0,1,0,0,1,1,0,1,1,0
경상북도,여자,8세,0,2,0,1,1,0,1,0,2,0
경상북도,여자,9세,0,0,0,1,2,0,1,0,0,0
경상북도,여자,10세,1,1,2,2,1,4,3,0,1,2
경상북도,여자,11세,0,0,0,1,4,1,0,1,1,3
경상북도,여자,12세,0,1,1,0,0,1,0,0,1,0
경상북도,여자,13세,0,0,0,0,0,0,1,1,0,1
경상북도,여자,14세,3,1,2,0,0,1,1,2,0,3
경상북도,여자,15세,2,3,1,2,0,1,3,0,1,2
경상북도,여자,16세,1,0,4,2,1,3,0,1,1,5
경상북도,여자,17세,4,3,0,2,3,1,2,1,2,4
경상북도,여자,18세,1,2,2,2,1,2,7,4,0,2
경상북도,여자,19세,3,6,4,2,3,3,9,2,2,2
경상북도,여자,20세,4,5,5,4,3,2,3,2,3,3
경상북도,여자,21세,6,3,3,3,8,5,5,3,3,2
경상북도,여자,22세,6,5,5,3,6,1,2,4,4,6
경상북도,여자,23세,4,3,1,7,0,2,6,4,1,6
경상북도,여자,24세,2,1,5,4,4,3,3,9,11,4
경상북도,여자,25세,4,6,6,5,2,3,6,2,2,1
경상북도,여자,26세,6,3,3,8,5,2,6,4,5,4
경상북도,여자,27세,9,4,5,5,1,5,4,4,6,5
경상북도,여자,28세,11,5,8,5,3,3,6,6,6,2
경상북도,여자,29세,3,5,6,6,4,7,4,5,4,4
경상북도,여자,30세,13,8,6,7,4,6,6,6,10,7
경상북도,여자,31세,12,12,8,9,7,8,7,6,3,8
경상북도,여자,32세,13,3,9,11,7,4,7,7,8,7
경상북도,여자,33세,13,14,9,11,14,5,8,11,11,2
경상북도,여자,34세,13,14,11,15,9,8,6,8,9,11
경상북도,여자,35세,11,17,11,7,15,13,7,8,14,10
경상북도,여자,36세,14,13,18,16,9,10,11,15,7,7
경상북도,여자,37세,19,11,17,11,8,12,11,7,18,11
경상북도,여자,38세,10,20,16,13,13,9,8,15,13,9
경상북도,여자,39세,17,14,9,10,13,12,9,12,12,12
경상북도,여자,40세,15,14,15,14,12,14,14,12,14,12
경상북도,여자,41세,19,25,14,14,12,16,16,18,11,20
경상북도,여자,42세,27,21,16,17,14,9,18,16,24,14
경상북도,여자,43세,24,21,26,26,15,15,9,16,10,24
경상북도,여자,44세,19,27,25,17,17,20,22,13,10,16
경상북도,여자,45세,24,35,23,32,16,15,19,21,20,20
경상북도,여자,46세,26,34,30,22,22,26,35,31,15,22
경상북도,여자,47세,28,26,24,21,35,37,25,27,15,19
경상북도,여자,48세,43,25,22,39,31,20,24,27,35,21
경상북도,여자,49세,35,31,31,41,20,25,39,36,34,36
경상북도,여자,50세,36,34,27,34,23,22,33,31,33,23
경상북도,여자,51세,27,35,45,36,46,30,22,35,38,30
경상북도,여자,52세,44,41,36,40,40,23,42,30,36,33
경상북도,여자,53세,43,52,41,38,29,25,26,25,28,43
경상북도,여자,54세,41,64,57,45,29,37,37,41,41,37
경상북도,여자,55세,48,43,49,54,45,60,38,28,41,33
경상북도,여자,56세,51,62,36,40,51,56,44,50,55,49
경상북도,여자,57세,46,53,55,35,49,50,63,56,44,33
경상북도,여자,58세,39,50,56,57,58,51,57,55,66,61
경상북도,여자,59세,53,55,53,60,49,48,52,60,60,59
경상북도,여자,60세,44,47,55,65,57,58,43,60,69,73
경상북도,여자,61세,48,61,63,59,70,56,56,65,58,68
경상북도,여자,62세,50,47,73,56,71,67,60,54,67,82
경상북도,여자,63세,56,64,48,73,77,57,54,74,78,68
경상북도,여자,64세,71,70,55,56,68,63,70,69,63,63
경상북도,여자,65세,74,66,74,69,50,77,73,75,75,76
경상북도,여자,66세,38,66,76,77,74,62,71,78,75,82
경상북도,여자,67세,74,60,79,80,76,86,72,71,75,88
경상북도,여자,68세,90,91,62,108,100,84,89,75,98,93
경상북도,여자,69세,123,122,96,62,95,121,90,87,84,95
경상북도,여자,70세,151,147,123,96,74,96,93,92,95,85
경상북도,여자,71세,173,158,164,122,117,67,98,101,123,101
경상북도,여자,72세,168,176,164,177,146,104,69,111,125,131
경상북도,여자,73세,242,212,181,201,170,146,128,91,133,131
경상북도,여자,74세,239,247,207,234,223,215,159,143,89,156
경상북도,여자,75세,243,254,258,236,221,234,256,184,142,131
경상북도,여자,76세,292,266,255,249,280,229,293,235,192,178
경상북도,여자,77세,312,280,293,317,301,267,253,266,297,204
경상북도,여자,78세,321,341,294,319,315,292,320,310,340,321
경상북도,여자,79세,337,337,351,364,381,333,365,347,274,363
경상북도,여자,80세,364,340,384,368,377,361,376,354,372,359
경상북도,여자,81세,379,392,355,373,410,399,431,369,413,430
경상북도,여자,82세,438,365,363,402,463,480,464,428,429,457
경상북도,여자,83세,394,398,376,447,401,441,525,483,493,516
경상북도,여자,84세,377,383,397,376,443,462,518,498,520,517
경상북도,여자,85세,358,364,418,370,408,482,523,484,563,571
경상북도,여자,86세,372,360,379,430,431,442,501,477,577,574
경상북도,여자,87세,333,348,390,408,412,435,470,509,500,566
경상북도,여자,88세,326,332,314,405,455,408,461,471,547,536
경상북도,여자,89세,337,281,316,321,385,429,446,483,479,481
경상북도,여자,90세,335,311,314,344,347,387,415,416,444,437
경상북도,여자,91세,230,289,311,260,297,329,363,402,407,427
경상북도,여자,92세,225,202,291,261,235,274,321,333,365,395
경상북도,여자,93세,168,189,201,248,264,218,264,241,330,329
경상북도,여자,94세,135,142,147,158,235,262,229,225,208,263
경상북도,여자,95세,134,131,125,149,116,173,206,162,175,234
경상북도,여자,96세,79,100,102,99,119,114,170,173,159,154
경상북도,여자,97세,49,65,83,89,87,96,96,132,156,110
경상북도,여자,98세,46,52,56,67,59,77,81,98,98,103
경상북도,여자,99세,41,37,24,42,45,53,58,54,64,74
경상남도,남자,0세,45,35,58,43,55,39,34,27,26,24
경상남도,남자,1세,6,5,6,3,6,4,2,0,2,0
경상남도,남자,2세,4,5,6,6,6,2,3,2,2,1
경상남도,남자,3세,0,3,3,2,5,1,0,5,2,2
경상남도,남자,4세,5,1,5,3,2,4,1,2,1,1
경상남도,남자,5세,2,4,3,2,3,4,2,6,1,0
경상남도,남자,6세,0,6,1,0,3,3,0,2,0,0
